timestamp,acceleration_x,acceleration_y,acceleration_z,attitude_pitch,attitude_roll,attitude_yaw,gravity_x,gravity_y,gravity_z,rotation_x,rotation_y,rotation_z
0.20,-0.012958914041519165,-0.031927645206451416,0.008704900741577148,0.2668835798498579,-0.1379297015153158,0.018544493792760106,-0.13262517750263214,-0.2637266218662262,-0.9554364681243896,-0.09378542751073837,0.026897596195340157,-0.0741678848862648
0.40,0.006753116846084595,-0.0031020939350128174,0.01659250259399414,0.28042005707166495,-0.12991539092619644,0.004361132673646464,-0.1244899183511734,-0.2767593264579773,-0.9528412818908691,-0.05815769359469414,0.017944516614079475,-0.03423905000090599
0.60,-0.24970796704292297,-0.022793233394622803,0.01842963695526123,0.26683030065096147,-0.14061778861849994,0.0400688464358666,-0.13519497215747833,-0.2636752426624298,-0.9550904035568237,-0.3013337552547455,-0.05711780861020088,-0.3910277485847473
0.80,1.1296005249023438,-0.6028544902801514,0.2247328758239746,0.45584484364001526,0.19637706531270152,0.1662757860080534,0.17519377171993256,-0.44022104144096375,-0.8806319236755371,-1.530670166015625,-0.6126462817192078,1.6679710149765015
1.00,0.39419108629226685,-0.4492364525794983,0.12532812356948853,0.14483629253297545,0.10158269402989503,0.2210289927911685,0.10034628957509995,-0.1443304419517517,-0.9844284653663635,-0.16533800959587097,-0.3765707015991211,-0.31562477350234985
1.20,0.13871973752975464,-0.0019833147525787354,0.19705265760421753,0.08118994192285407,0.00797413257238433,0.4084848006846179,0.00794778112322092,-0.08110077679157257,-0.9966742396354675,-2.200019598007202,-0.6481876969337463,1.1437652111053467
1.40,0.061323001980781555,0.18896031379699707,-0.0813835859298706,-0.46036984587209356,-0.19880805511303842,0.5590524705475268,-0.17693883180618286,0.4442794919013977,-0.8782416582107544,-2.6970412731170654,-1.496418833732605,0.9717190861701965
1.60,-0.08293694257736206,0.21685507893562317,0.07621663808822632,-0.34957832123678595,-0.11250607561698131,0.5564318436260214,-0.10547854751348495,0.3425016701221466,-0.9335774779319763,1.3992152214050293,0.9994848966598511,-2.1735382080078125
1.80,-0.17603690922260284,-0.513990044593811,-0.35460829734802246,-0.2231901855009741,-0.07612119541080134,0.09313033392178968,-0.07416144013404846,0.2213418036699295,-0.97237229347229,0.11579772084951401,-0.3199850618839264,-0.045326318591833115
2.00,-0.2371223270893097,0.23853382468223572,0.07164216041564941,0.17387205054748014,-0.18119645961799016,0.25762397962168937,-0.1774894744157791,-0.17299731075763702,-0.9687979221343994,1.754299283027649,0.3581604063510895,-0.4303363263607025
2.20,0.468729168176651,0.14952564239501953,-0.02164590358734131,0.17830087661297747,-0.12811784884755534,0.1956592827380217,-0.1257420778274536,-0.17735764384269714,-0.9760805368423462,-0.6894258856773376,-0.665306568145752,-0.18939101696014404
2.40,0.0029481202363967896,0.23242202401161194,-0.1260528564453125,0.01687713117434669,-0.23438462116662356,0.16107821891278523,-0.2322113960981369,-0.016876330599188805,-0.9725189208984375,0.052964530885219574,0.017774006351828575,-0.3672361373901367
2.60,-0.07389801740646362,0.0800781100988388,0.09415304660797119,-0.030384975469377958,-0.3006511640745885,0.13317258353493025,-0.296005517244339,0.03038029931485653,-0.9547029733657837,-0.4082060754299164,0.1460762470960617,0.4183237552642822
2.80,-0.03829583525657654,0.046102024614810944,0.014523983001708984,0.047279271869170546,-0.2709870652145028,0.12538507421389367,-0.26738348603248596,-0.04726165905594826,-0.962430477142334,-0.10248810797929764,0.09404733777046204,0.1137159913778305
3.00,-0.004888594150543213,0.013448044657707214,-0.006745636463165283,0.07057445270383787,-0.28027791959857695,0.11929229698700544,-0.2759341299533844,-0.07051587849855423,-0.9585863947868347,-0.01999802514910698,0.014592994004487991,-0.07957729697227478
3.20,0.02150920033454895,-0.02013014256954193,-0.00988990068435669,0.07119276271759921,-0.2796858185415004,0.1118394124810288,-0.27535441517829895,-0.07113263756036758,-0.9587075114250183,-0.09164445102214813,0.0036312902811914682,0.03749645873904228
3.40,0.009509801864624023,-0.009253188967704773,0.016007542610168457,0.062045120872280826,-0.2724017704179314,0.1067278227391324,-0.26852771639823914,-0.06200531870126724,-0.961274266242981,-0.07404021918773651,0.09856805950403214,0.0433661974966526
3.60,0.0017288625240325928,-0.017739757895469666,0.040997087955474854,0.06988727690226833,-0.27683845513516314,0.11461722749685968,-0.2726486623287201,-0.06983040273189545,-0.9595761895179749,-0.0583479106426239,-0.05211832374334335,0.06484106183052063
3.80,-0.03591457009315491,-0.025011740624904633,-0.016578614711761475,0.06579495123801707,-0.2737879779893318,0.11823248000010408,-0.2697952389717102,-0.06574749201536179,-0.9606704711914062,0.10340294241905212,0.07485327869653702,-0.020747674629092216
4.00,-0.028745681047439575,0.06217285618185997,0.03269416093826294,0.05473860369278518,-0.28235422564688895,0.1315826999619976,-0.2782001197338104,-0.054711271077394485,-0.9589636921882629,-0.1387670487165451,0.08165931701660156,0.03167898207902908
4.20,-0.030817121267318726,-0.0023050159215927124,0.07670074701309204,0.06041480338345518,-0.28979888611988425,0.1251664432987345,-0.2852381467819214,-0.0603780597448349,-0.956553041934967,-0.16348299384117126,0.13321903347969055,-0.1944914311170578
4.40,-0.03603115677833557,0.02391619235277176,0.003851473331451416,0.05893868013022856,-0.2766594551966834,0.11594274940162994,-0.27266937494277954,-0.05890456214547157,-0.9603028893470764,-0.16446907818317413,0.07340271025896072,0.04924812167882919
4.60,0.019816547632217407,-0.021245218813419342,-0.02880680561065674,0.04598591762728406,-0.273007289215141,0.11373661064096158,-0.2693435251712799,-0.04596970975399017,-0.9619463682174683,-0.041062865406274796,-0.017101086676120758,0.0015319982776418328
4.80,-0.01686134934425354,-0.009301073849201202,0.022272825241088867,0.04388986068216003,-0.2774132167001574,0.1229600172248423,-0.27360495924949646,-0.04387577250599861,-0.9608409404754639,-0.03513776510953903,-0.0500018410384655,0.121991366147995
5.00,0.010627508163452148,0.0027988851070404053,-0.026124298572540283,0.047418055907296024,-0.27672077322732896,0.124077345775553,-0.27289557456970215,-0.04740028828382492,-0.9608752131462097,0.0039001163095235825,-0.05383719503879547,-0.008861852809786797
