timestamp,acceleration_x,acceleration_y,acceleration_z,attitude_pitch,attitude_roll,attitude_yaw,gravity_x,gravity_y,gravity_z,rotation_x,rotation_y,rotation_z
0.20,0.01557934284210205,0.0237504243850708,-0.01938718557357788,0.2955833526998401,0.16625132945272306,-0.024806933489105853,0.15830977261066437,-0.29129794239997864,-0.9434423446655273,-0.009637597016990185,0.005251557100564241,0.008029112592339516
0.40,0.1283722072839737,-0.0660400390625,0.09309983253479004,0.232496601132211,0.14435545434197433,-0.03357372895955751,0.13998408615589142,-0.23040767014026642,-0.96297287940979,-1.1494418382644653,1.702241063117981,0.9249372482299805
0.60,0.9516484141349792,-1.323337435722351,0.1449342966079712,-0.33049609609002634,-0.005311114710902783,0.22098518251396967,-0.005023661535233259,0.3245123028755188,-0.9458681344985962,-15.629378318786621,-3.1897783279418945,-0.2199464589357376
0.80,0.6341298222541809,1.0884978771209717,0.48802870512008667,-0.44084041258693435,-2.70027257558536,-1.6433721042304041,-0.38629642128944397,0.4266996681690216,0.8177416920661926,1.6385493278503418,-2.385938882827759,-5.1815009117126465
1.00,0.7597609758377075,-1.5142028331756592,1.4378185272216797,-0.5236654870556594,-2.6885022738180537,-0.5065242795426119,-0.3790845572948456,0.5000577569007874,0.7786118984222412,3.2561264038085938,-3.9594688415527344,-2.5126395225524902
1.20,0.9246000051498413,0.3910658359527588,2.27577543258667,-0.697780757353695,-2.47844004423312,-0.7627439147109685,-0.4717191159725189,0.6425187587738037,0.6038631796836853,-9.355931282043457,1.9567118883132935,0.8208023905754089
1.40,0.7525110244750977,0.3987710475921631,0.4729146957397461,-0.5588354697794033,-2.570753221398012,-1.8624560701559338,-0.45813846588134766,0.5301991701126099,0.7134407162666321,-2.955439329147339,2.057008981704712,2.7073395252227783
1.60,0.7296357154846191,1.689516305923462,-0.6507066488265991,-0.4335250044974792,-2.5893532104917907,-2.031374478339755,-0.47606512904167175,0.4200723171234131,0.7725938558578491,2.4438138008117676,-1.2247501611709595,-2.894071102142334
1.80,1.4209601879119873,-0.19483041763305664,1.7152459621429443,-0.626665460456407,-2.5262198133840497,-0.8989962011669016,-0.46757563948631287,0.5864470601081848,0.6614017486572266,4.308233261108398,-3.1133105754852295,-2.618340253829956
2.00,0.2820338308811188,-1.257002353668213,0.5337243676185608,-0.8006847141825699,-2.546779349694544,-0.7257828185659118,-0.3901270031929016,0.7178329825401306,0.5766423344612122,-0.6633749008178711,5.322280406951904,0.7702164649963379
2.20,0.8658483028411865,0.8632071614265442,0.10917311906814575,-0.5724762560596239,-2.565511404694235,-1.654272731156387,-0.457889199256897,0.541715145111084,0.7048982977867126,-3.121762752532959,1.121870756149292,3.5750813484191895
2.40,0.6412332653999329,1.0130960941314697,-0.4582136273384094,-0.5392229252690474,-2.5820424038792216,-1.6883660134065652,-0.45548802614212036,0.5134693384170532,0.7272412180900574,2.613090753555298,-1.611295461654663,-2.8490893840789795
2.60,1.1967357397079468,-0.08695358037948608,1.5583107471466064,-0.7623272033545686,-2.4818600547924077,-0.6037255528406935,-0.4432719051837921,0.690606415271759,0.5714648962020874,2.8147993087768555,-3.04762864112854,-1.6999562978744507
2.80,0.35871824622154236,-1.0595804452896118,0.6290639042854309,-0.8235245480536976,-2.5410951734186393,-0.7589874318522458,-0.3840324878692627,0.7335457801818848,0.5607399344444275,0.6198567748069763,5.0077409744262695,1.1081818342208862
3.00,0.647106409072876,0.5794910192489624,0.18872696161270142,-0.5820295410379452,-2.591270471737761,-1.6384564228769303,-0.4368555545806885,0.5497204661369324,0.7120146155357361,-2.508517026901245,1.5223194360733032,2.513490676879883
3.20,0.6258367896080017,1.1170612573623657,-0.5496098399162292,-0.4997677105179959,-2.5871699220145397,-1.5906079104558335,-0.4620642066001892,0.4792216718196869,0.746219277381897,2.6741137504577637,-1.773534893989563,-3.6213293075561523
3.40,0.966289758682251,0.004388332366943359,1.350412368774414,-0.8098566424079953,-2.4377635655666716,-0.5159197324282441,-0.446270227432251,0.7241883277893066,0.5257318615913391,2.8525755405426025,-2.9847171306610107,-1.110473871231079
3.60,0.28362029790878296,-1.1508708000183105,0.8830080032348633,-0.8440217666026553,-2.585296518537717,-0.7703517835690118,-0.3508657217025757,0.7473214864730835,0.5642726421356201,0.03138849884271622,5.466108322143555,1.3888721466064453
3.80,0.6397405862808228,0.8788025975227356,-0.18863445520401,-0.5007853825690106,-2.5913578415424943,-1.6970155819149841,-0.45867979526519775,0.4801146388053894,0.7477316856384277,-2.517449140548706,1.1647467613220215,2.6451377868652344
4.00,0.6332333087921143,0.6855840086936951,-0.345475435256958,-0.49380199963682053,-2.5193797698331393,-1.5256687639481663,-0.5132075548171997,0.47397711873054504,0.715516209602356,2.7178797721862793,-1.4548767805099487,-2.5880417823791504
4.20,1.002166986465454,-0.022427082061767578,1.2712442874908447,-0.6861417410825267,-2.4199926359611887,-0.547777594029963,-0.511093258857727,0.6335567831993103,0.5808520317077637,2.08210825920105,-3.596057176589966,-1.070019006729126
4.40,0.3806147277355194,-1.0039231777191162,0.5474619269371033,-0.7640486093081235,-2.4965011900484844,-0.775165059309984,-0.43414247035980225,0.6918503642082214,0.5769428014755249,-0.18651248514652252,4.652502059936523,1.566715121269226
4.60,0.7172365188598633,0.8608559966087341,0.06891268491744995,-0.5760582688568734,-2.5145914194204084,-1.7212697911385968,-0.49203208088874817,0.5447225570678711,0.6791034936904907,-3.386270761489868,1.6348212957382202,3.4012255668640137
4.80,0.6736852526664734,0.7227084636688232,-0.34124070405960083,-0.5687181575497954,-2.490268549647301,-1.5889415762541652,-0.5108128190040588,0.5385524034500122,0.670097827911377,2.6840438842773438,-2.2557804584503174,-2.731884241104126
5.00,1.030352234840393,-0.14336806535720825,1.3696990013122559,-0.7487886981557881,-2.45244201441012,-0.5753200867854983,-0.465792179107666,0.6807519793510437,0.5653440952301025,2.5617082118988037,-3.4756109714508057,-1.3577837944030762
